,Quantity,Signal 1,Signal 2,DTW,Delta Ptot,Delta Tdiv,Delta nbar,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar
1245,jsat,34188 (4.90-5.06),34189 (5.25-5.50),36275.95166015625,0.15,10.21,0.83,18.8245,6.73915,0.0,14.77,9.34,8.33,18.8304,10.1737,0.0,14.92,19.55,7.5
327,jsat,32233 (2.76-2.96),32201 (4.55-4.81),36862.046875,2.75,6.3,0.14,25.778,0.0,,12.4,31.65,7.88,19.1003,0.0,,9.65,25.35,7.74
90,jsat,28767 (5.90-6.31),34165 (3.52-3.70),38119.65478515625,,8.21,,2.15433,0.0,,4.28,11.98,5.13,18.8646,13.2777,0.0,,3.77,
570,jsat,32225 (4.52-4.95),32233 (5.05-5.33),38156.30078125,2.45,1.2,1.07,19.1233,3.4687,,9.43,21.37,7.8,25.747,0.0,1.9545,11.88,20.17,8.87
1237,jsat,34188 (4.04-4.20),34189 (5.25-5.50),38547.01123046875,0.08,6.61,0.86,18.8332,4.51371,0.0,15.0,12.94,8.36,18.8304,10.1737,0.0,14.92,19.55,7.5
1216,jsat,34165 (2.00-2.33),34189 (5.25-5.50),38656.89697265625,,1.58,1.0,18.8512,0.0243271,0.0,,17.97,6.5,18.8304,10.1737,0.0,14.92,19.55,7.5
371,jsat,32201 (3.66-3.93),32225 (5.52-5.95),38840.046875,2.38,5.46,0.07,19.098,0.0,,7.05,19.94,7.7,9.65691,3.46728,,9.43,25.4,7.63
521,jsat,32225 (2.70-3.00),34188 (4.04-4.20),39206.3544921875,8.16,5.03,0.81,9.48025,3.49116,,6.84,17.97,7.55,18.8332,4.51371,0.0,15.0,12.94,8.36
369,jsat,32201 (3.66-3.93),32225 (3.52-3.70),40036.625,0.09,3.81,0.05,19.098,0.0,,7.05,19.94,7.7,19.1133,3.47633,,6.96,16.13,7.75
377,jsat,32201 (3.66-3.93),32233 (5.05-5.33),42710.625,4.83,0.23,1.17,19.098,0.0,,7.05,19.94,7.7,25.747,0.0,1.9545,11.88,20.17,8.87
1234,jsat,34188 (3.25-3.42),34189 (6.25-6.50),43553.119140625,1.33,4.78,0.88,18.8302,2.66714,0.0,16.24,23.83,8.08,18.8269,13.0138,0.0,14.91,19.05,7.2
633,jsat,32225 (5.52-5.95),34188 (4.28-4.45),44053.72705078125,5.84,10.29,0.8,9.65691,3.46728,,9.43,25.4,7.63,18.8255,4.51156,0.0,15.27,15.11,8.43
410,jsat,32201 (4.55-4.81),32225 (3.52-3.70),45677.66015625,2.69,9.22,0.01,19.1003,0.0,,9.65,25.35,7.74,19.1133,3.47633,,6.96,16.13,7.75
953,jsat,32235 (4.03-5.00),34165 (3.52-3.70),46691.08192443848,,16.41,,25.5597,0.0,0.934225,13.68,20.18,7.49,18.8646,13.2777,0.0,,3.77,
1238,jsat,34188 (4.04-4.20),34189 (6.25-6.50),47130.6474609375,0.09,6.11,1.16,18.8332,4.51371,0.0,15.0,12.94,8.36,18.8269,13.0138,0.0,14.91,19.05,7.2
320,jsat,32201 (2.55-2.77),34188 (4.28-4.45),47411.47509765625,8.22,14.6,1.11,9.59389,0.0,,7.05,29.71,7.32,18.8255,4.51156,0.0,15.27,15.11,8.43
1233,jsat,34188 (3.25-3.42),34189 (5.25-5.50),48083.03564453125,1.32,4.28,0.58,18.8302,2.66714,0.0,16.24,23.83,8.08,18.8304,10.1737,0.0,14.92,19.55,7.5
1199,jsat,32239 (2.11-2.47),34165 (3.52-3.70),48192.91651916504,,26.64,,9.47128,0.0,0.0275171,8.53,30.41,7.33,18.8646,13.2777,0.0,,3.77,
368,jsat,32201 (3.66-3.93),32225 (2.70-3.00),48205.126953125,0.21,1.97,0.15,19.098,0.0,,7.05,19.94,7.7,9.48025,3.49116,,6.84,17.97,7.55
458,jsat,32201 (5.90-6.20),32233 (3.81-4.00),48327.2421875,2.82,11.0,0.54,9.6541,0.0,,9.55,40.11,7.37,25.7632,0.0,0.493743,12.37,29.11,7.91
637,jsat,32225 (5.52-5.95),34189 (5.25-5.50),48559.21923828125,5.49,5.85,0.13,9.65691,3.46728,,9.43,25.4,7.63,18.8304,10.1737,0.0,14.92,19.55,7.5
40,jsat,28767 (2.00-2.50),34165 (3.52-3.70),49450.5458984375,,12.11,,1.34941,0.0,,4.04,15.88,5.9,18.8646,13.2777,0.0,,3.77,
1246,jsat,34188 (4.90-5.06),34189 (6.25-6.50),50134.30859375,0.14,9.71,1.13,18.8245,6.73915,0.0,14.77,9.34,8.33,18.8269,13.0138,0.0,14.91,19.05,7.2
324,jsat,32201 (2.55-2.77),34189 (5.25-5.50),50842.48681640625,7.87,10.16,0.18,9.59389,0.0,,7.05,29.71,7.32,18.8304,10.1737,0.0,14.92,19.55,7.5
398,jsat,32201 (3.66-3.93),34165 (2.00-2.33),51526.24609375,,1.97,1.2,19.098,0.0,,7.05,19.94,7.7,18.8512,0.0243271,0.0,,17.97,6.5
1188,jsat,32238 (3.58-3.84),34165 (3.52-3.70),52356.52632141113,,18.38,,9.47125,0.0,0.0842352,8.49,22.15,7.84,18.8646,13.2777,0.0,,3.77,
459,jsat,32201 (5.90-6.20),32233 (5.05-5.33),53919.39453125,2.33,19.94,1.5,9.6541,0.0,,9.55,40.11,7.37,25.747,0.0,1.9545,11.88,20.17,8.87
287,jsat,32201 (2.55-2.77),32225 (4.52-4.95),54249.080078125,2.38,8.34,0.48,9.59389,0.0,,7.05,29.71,7.32,19.1233,3.4687,,9.43,21.37,7.8
451,jsat,32201 (5.90-6.20),32225 (3.52-3.70),56105.0,2.59,23.98,0.38,9.6541,0.0,,9.55,40.11,7.37,19.1133,3.47633,,6.96,16.13,7.75
405,jsat,32201 (3.66-3.93),34189 (2.87-3.20),56581.1875,8.75,4.46,0.33,19.098,0.0,,7.05,19.94,7.7,18.8352,5.00709,0.0,15.8,24.4,7.37
1235,jsat,34188 (4.04-4.20),34189 (2.87-3.20),58205.1357421875,0.8,11.46,0.99,18.8332,4.51371,0.0,15.0,12.94,8.36,18.8352,5.00709,0.0,15.8,24.4,7.37
1243,jsat,34188 (4.90-5.06),34189 (2.87-3.20),58473.7578125,1.03,15.06,0.96,18.8245,6.73915,0.0,14.77,9.34,8.33,18.8352,5.00709,0.0,15.8,24.4,7.37
1140,jsat,32239 (3.20-3.40),34165 (3.52-3.70),60170.936767578125,,18.69,,9.47453,0.0,0.0793621,8.45,22.46,7.96,18.8646,13.2777,0.0,,3.77,
761,jsat,32228 (6.20-6.48),34165 (3.52-3.70),60293.036560058594,,18.02,,25.7023,12.8457,,11.52,21.79,7.96,18.8646,13.2777,0.0,,3.77,
591,jsat,32225 (4.52-4.95),34165 (2.00-2.33),60879.11328125,,3.4,1.3,19.1233,3.4687,,9.43,21.37,7.8,18.8512,0.0243271,0.0,,17.97,6.5
99,jsat,28767 (5.90-6.31),34189 (6.25-6.50),62246.638671875,10.63,7.07,2.07,2.15433,0.0,,4.28,11.98,5.13,18.8269,13.0138,0.0,14.91,19.05,7.2
143,jsat,30506 (3.21-3.27),34189 (4.25-4.50),62466.42236328125,3.88,20.6,3.72,38.314,21.1985,,18.97,-0.47,11.16,18.8358,7.42697,0.0,15.09,20.13,7.44
960,jsat,32235 (4.03-5.00),34189 (4.25-4.50),63076.92127990723,1.41,0.05,0.05,25.5597,0.0,0.934225,13.68,20.18,7.49,18.8358,7.42697,0.0,15.09,20.13,7.44
930,jsat,32235 (3.49-3.87),34165 (3.52-3.70),63296.69990539551,,16.89,,25.5696,0.0,0.962967,13.67,20.66,8.0,18.8646,13.2777,0.0,,3.77,
1236,jsat,34188 (4.04-4.20),34189 (4.25-4.50),63577.53369140625,0.09,7.19,0.92,18.8332,4.51371,0.0,15.0,12.94,8.36,18.8358,7.42697,0.0,15.09,20.13,7.44
1112,jsat,32238 (5.72-6.08),34165 (3.52-3.70),63968.250549316406,,12.75,,9.46889,0.0,0.0927535,8.46,16.52,8.16,18.8646,13.2777,0.0,,3.77,
1096,jsat,32238 (4.63-5.06),34165 (3.52-3.70),64065.93083190918,,15.99,,9.47207,0.0,0.177642,8.51,19.76,7.99,18.8646,13.2777,0.0,,3.77,
321,jsat,32201 (2.55-2.77),34188 (4.90-5.06),64371.185546875,7.72,20.37,1.01,9.59389,0.0,,7.05,29.71,7.32,18.8245,6.73915,0.0,14.77,9.34,8.33
1164,jsat,32239 (4.56-4.95),34165 (3.52-3.70),64444.44107055664,,11.13,,9.47235,0.0,0.10587,8.5,14.9,8.39,18.8646,13.2777,0.0,,3.77,
1195,jsat,32238 (3.58-3.84),34189 (4.25-4.50),64627.59223937988,6.6,2.02,0.4,9.47125,0.0,0.0842352,8.49,22.15,7.84,18.8358,7.42697,0.0,15.09,20.13,7.44
1176,jsat,32239 (5.80-6.10),34165 (3.52-3.70),64896.21147155762,,7.1,,9.46983,0.0,0.0811663,8.75,10.87,9.02,18.8646,13.2777,0.0,,3.77,
976,jsat,32235 (5.55-5.98),34165 (3.52-3.70),64957.26155090332,,16.12,,25.5361,0.0,0.926972,13.66,19.89,7.48,18.8646,13.2777,0.0,,3.77,
851,jsat,32234 (3.50-3.70),34165 (3.52-3.70),65030.52165222168,,14.97,,25.546,0.0,2.14927,13.34,18.74,8.79,18.8646,13.2777,0.0,,3.77,
1043,jsat,32237 (2.37-2.98),34165 (3.52-3.70),65030.52166748047,,20.39,,9.48679,0.0,0.0285357,8.47,24.16,7.8,18.8646,13.2777,0.0,,3.77,
1064,jsat,32237 (3.74-4.01),34165 (3.52-3.70),65054.9416809082,,8.71,,9.4875,0.0,0.0881912,8.58,12.48,9.09,18.8646,13.2777,0.0,,3.77,
1128,jsat,32238 (6.40-6.80),34165 (3.52-3.70),65140.41177368164,,17.17,,9.4666,0.0,0.0482738,8.48,20.94,7.93,18.8646,13.2777,0.0,,3.77,
1080,jsat,32238 (2.46-2.72),34165 (3.52-3.70),65152.62174987793,,24.1,,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.8646,13.2777,0.0,,3.77,
1022,jsat,32235 (6.49-6.84),34165 (3.52-3.70),65152.62176513672,,18.35,,25.5133,0.0,0.274347,13.89,22.12,7.29,18.8646,13.2777,0.0,,3.77,
999,jsat,32235 (6.07-6.42),34165 (3.52-3.70),65250.30187988281,,15.57,,25.5268,0.0,0.862729,13.49,19.34,7.61,18.8646,13.2777,0.0,,3.77,
1152,jsat,32239 (3.90-4.20),34165 (3.52-3.70),65409.03202819824,,14.9,,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8646,13.2777,0.0,,3.77,
907,jsat,32234 (5.10-5.55),34165 (3.52-3.70),65421.24201965332,,3.99,,25.5233,0.0,0.0506868,12.57,7.76,8.82,18.8646,13.2777,0.0,,3.77,
879,jsat,32234 (4.69-4.94),34165 (3.52-3.70),65433.45204162598,,1.51,,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.8646,13.2777,0.0,,3.77,
1206,jsat,32239 (2.11-2.47),34189 (4.25-4.50),65738.70411682129,6.56,10.28,0.11,9.47128,0.0,0.0275171,8.53,30.41,7.33,18.8358,7.42697,0.0,15.09,20.13,7.44
634,jsat,32225 (5.52-5.95),34188 (4.90-5.06),66898.662109375,5.34,16.06,0.7,9.65691,3.46728,,9.43,25.4,7.63,18.8245,6.73915,0.0,14.77,9.34,8.33
319,jsat,32201 (2.55-2.77),34188 (4.04-4.20),67423.6884765625,7.95,16.77,1.04,9.59389,0.0,,7.05,29.71,7.32,18.8332,4.51371,0.0,15.0,12.94,8.36
1220,jsat,34165 (3.52-3.70),34188 (4.04-4.20),68449.328125,,9.17,,18.8646,13.2777,0.0,,3.77,,18.8332,4.51371,0.0,15.0,12.94,8.36
632,jsat,32225 (5.52-5.95),34188 (4.04-4.20),69951.1650390625,5.57,12.46,0.73,9.65691,3.46728,,9.43,25.4,7.63,18.8332,4.51371,0.0,15.0,12.94,8.36
695,jsat,32228 (4.42-4.72),34165 (3.52-3.70),70683.75709533691,,19.66,,25.7448,7.0675,,11.94,23.43,7.97,18.8646,13.2777,0.0,,3.77,
1222,jsat,34165 (3.52-3.70),34188 (4.90-5.06),70720.3876953125,,5.57,,18.8646,13.2777,0.0,,3.77,,18.8245,6.73915,0.0,14.77,9.34,8.33
1232,jsat,34188 (3.25-3.42),34189 (4.25-4.50),71721.61279296875,1.15,3.7,0.64,18.8302,2.66714,0.0,16.24,23.83,8.08,18.8358,7.42697,0.0,15.09,20.13,7.44
962,jsat,32235 (4.03-5.00),34189 (6.25-6.50),72808.29872131348,1.23,1.13,0.29,25.5597,0.0,0.934225,13.68,20.18,7.49,18.8269,13.0138,0.0,14.91,19.05,7.2
768,jsat,32228 (6.20-6.48),34189 (4.25-4.50),73272.27923583984,3.57,1.66,0.52,25.7023,12.8457,,11.52,21.79,7.96,18.8358,7.42697,0.0,15.09,20.13,7.44
111,jsat,30506 (3.21-3.27),32228 (5.22-5.50),74932.84503173828,7.16,21.71,3.13,38.314,21.1985,,18.97,-0.47,11.16,25.7248,9.63407,,11.81,21.24,8.03
1244,jsat,34188 (4.90-5.06),34189 (4.25-4.50),74932.84912109375,0.32,10.79,0.89,18.8245,6.73915,0.0,14.77,9.34,8.33,18.8358,7.42697,0.0,15.09,20.13,7.44
1208,jsat,32239 (2.11-2.47),34189 (6.25-6.50),75152.62257385254,6.38,11.36,0.13,9.47128,0.0,0.0275171,8.53,30.41,7.33,18.8269,13.0138,0.0,14.91,19.05,7.2
49,jsat,28767 (2.00-2.50),34189 (6.25-6.50),75213.67138671875,10.87,3.17,1.3,1.34941,0.0,,4.04,15.88,5.9,18.8269,13.0138,0.0,14.91,19.05,7.2
728,jsat,32228 (5.22-5.50),34165 (3.52-3.70),75409.03155517578,,17.47,,25.7248,9.63407,,11.81,21.24,8.03,18.8646,13.2777,0.0,,3.77,
1197,jsat,32238 (3.58-3.84),34189 (6.25-6.50),75946.27143859863,6.42,3.1,0.64,9.47125,0.0,0.0842352,8.49,22.15,7.84,18.8269,13.0138,0.0,14.91,19.05,7.2
1231,jsat,34188 (3.25-3.42),34189 (2.87-3.20),76703.302734375,0.44,0.57,0.71,18.8302,2.66714,0.0,16.24,23.83,8.08,18.8352,5.00709,0.0,15.8,24.4,7.37
328,jsat,32233 (2.76-2.96),32201 (5.90-6.20),77557.98828125,2.85,8.46,0.51,25.778,0.0,,12.4,31.65,7.88,9.6541,0.0,,9.55,40.11,7.37
274,jsat,30506 (4.93-5.03),34165 (3.52-3.70),77753.35388183594,,7.57,,38.2955,21.215,,17.77,-3.8,13.88,18.8646,13.2777,0.0,,3.77,
1217,jsat,34165 (2.00-2.33),34189 (6.25-6.50),78327.232421875,,1.08,0.7,18.8512,0.0243271,0.0,,17.97,6.5,18.8269,13.0138,0.0,14.91,19.05,7.2
527,jsat,32225 (2.70-3.00),34189 (6.25-6.50),79597.07421875,8.07,1.08,0.35,9.48025,3.49116,,6.84,17.97,7.55,18.8269,13.0138,0.0,14.91,19.05,7.2
109,jsat,30506 (3.21-3.27),32228 (3.72-4.00),80305.25065612793,6.98,25.12,3.25,38.314,21.1985,,18.97,-0.47,11.16,25.7514,4.76522,,11.99,24.65,7.91
1147,jsat,32239 (3.20-3.40),34189 (4.25-4.50),80769.22802734375,6.64,2.33,0.52,9.47453,0.0,0.0793621,8.45,22.46,7.96,18.8358,7.42697,0.0,15.09,20.13,7.44
286,jsat,32201 (2.55-2.77),32225 (3.52-3.70),80940.166015625,0.09,13.58,0.43,9.59389,0.0,,7.05,29.71,7.32,19.1133,3.47633,,6.96,16.13,7.75
770,jsat,32228 (6.20-6.48),34189 (6.25-6.50),83223.4389038086,3.39,2.74,0.76,25.7023,12.8457,,11.52,21.79,7.96,18.8269,13.0138,0.0,14.91,19.05,7.2
662,jsat,32228 (3.72-4.00),34165 (3.52-3.70),83394.37950134277,,20.88,,25.7514,4.76522,,11.99,24.65,7.91,18.8646,13.2777,0.0,,3.77,
1242,jsat,34188 (4.28-4.45),34189 (6.25-6.50),83467.64697265625,0.36,3.94,1.23,18.8255,4.51156,0.0,15.27,15.11,8.43,18.8269,13.0138,0.0,14.91,19.05,7.2
189,jsat,30506 (3.53-3.71),34189 (4.25-4.50),84126.98107910156,3.9,22.52,5.16,38.3254,21.2135,,18.99,-2.39,12.6,18.8358,7.42697,0.0,15.09,20.13,7.44
1230,jsat,34188 (2.24-2.41),34189 (6.25-6.50),84822.962890625,1.06,22.06,0.69,18.8204,0.0298251,0.0,15.97,41.11,7.89,18.8269,13.0138,0.0,14.91,19.05,7.2
403,jsat,32201 (3.66-3.93),34188 (4.28-4.45),84920.63330078125,8.22,4.83,0.73,19.098,0.0,,7.05,19.94,7.7,18.8255,4.51156,0.0,15.27,15.11,8.43
1149,jsat,32239 (3.20-3.40),34189 (6.25-6.50),85641.02197265625,6.46,3.41,0.76,9.47453,0.0,0.0793621,8.45,22.46,7.96,18.8269,13.0138,0.0,14.91,19.05,7.2
937,jsat,32235 (3.49-3.87),34189 (4.25-4.50),85946.27339172363,1.42,0.53,0.56,25.5696,0.0,0.962967,13.67,20.66,8.0,18.8358,7.42697,0.0,15.09,20.13,7.44
407,jsat,32201 (3.66-3.93),34189 (5.25-5.50),86984.12548828125,7.87,0.39,0.2,19.098,0.0,,7.05,19.94,7.7,18.8304,10.1737,0.0,14.92,19.55,7.5
518,jsat,32225 (2.70-3.00),34165 (3.52-3.70),87924.3017578125,,14.2,,9.48025,3.49116,,6.84,17.97,7.55,18.8646,13.2777,0.0,,3.77,
1119,jsat,32238 (5.72-6.08),34189 (4.25-4.50),88595.84576416016,6.63,3.61,0.72,9.46889,0.0,0.0927535,8.46,16.52,8.16,18.8358,7.42697,0.0,15.09,20.13,7.44
939,jsat,32235 (3.49-3.87),34189 (6.25-6.50),89450.54585266113,1.24,1.61,0.8,25.5696,0.0,0.962967,13.67,20.66,8.0,18.8269,13.0138,0.0,14.91,19.05,7.2
281,jsat,30506 (4.93-5.03),34189 (4.25-4.50),89951.15710449219,2.68,23.93,6.44,38.2955,21.215,,17.77,-3.8,13.88,18.8358,7.42697,0.0,15.09,20.13,7.44
598,jsat,32225 (4.52-4.95),34189 (2.87-3.20),90036.619140625,6.37,3.03,0.43,19.1233,3.4687,,9.43,21.37,7.8,18.8352,5.00709,0.0,15.8,24.4,7.37
1121,jsat,32238 (5.72-6.08),34189 (6.25-6.50),90781.4370727539,6.45,2.53,0.96,9.46889,0.0,0.0927535,8.46,16.52,8.16,18.8269,13.0138,0.0,14.91,19.05,7.2
631,jsat,32225 (5.52-5.95),34188 (3.25-3.42),91807.083984375,6.81,1.57,0.45,9.65691,3.46728,,9.43,25.4,7.63,18.8302,2.66714,0.0,16.24,23.83,8.08
1105,jsat,32238 (4.63-5.06),34189 (6.25-6.50),91819.28837585449,6.4,0.71,0.79,9.47207,0.0,0.177642,8.51,19.76,7.99,18.8269,13.0138,0.0,14.91,19.05,7.2
735,jsat,32228 (5.22-5.50),34189 (4.25-4.50),92026.85931396484,3.28,1.11,0.59,25.7248,9.63407,,11.81,21.24,8.03,18.8358,7.42697,0.0,15.09,20.13,7.44
1173,jsat,32239 (4.56-4.95),34189 (6.25-6.50),92307.68869018555,6.41,4.15,1.19,9.47235,0.0,0.10587,8.5,14.9,8.39,18.8269,13.0138,0.0,14.91,19.05,7.2
1185,jsat,32239 (5.80-6.10),34189 (6.25-6.50),92893.76921081543,6.16,8.18,1.82,9.46983,0.0,0.0811663,8.75,10.87,9.02,18.8269,13.0138,0.0,14.91,19.05,7.2
985,jsat,32235 (5.55-5.98),34189 (6.25-6.50),92954.81929016113,1.25,0.84,0.28,25.5361,0.0,0.926972,13.66,19.89,7.48,18.8269,13.0138,0.0,14.91,19.05,7.2
1029,jsat,32235 (6.49-6.84),34189 (4.25-4.50),93003.66030883789,1.2,1.99,0.15,25.5133,0.0,0.274347,13.89,22.12,7.29,18.8358,7.42697,0.0,15.09,20.13,7.44
860,jsat,32234 (3.50-3.70),34189 (6.25-6.50),93015.86940002441,1.57,0.31,1.59,25.546,0.0,2.14927,13.34,18.74,8.79,18.8269,13.0138,0.0,14.91,19.05,7.2
1052,jsat,32237 (2.37-2.98),34189 (6.25-6.50),93015.8694152832,6.44,5.11,0.6,9.48679,0.0,0.0285357,8.47,24.16,7.8,18.8269,13.0138,0.0,14.91,19.05,7.2
1031,jsat,32235 (6.49-6.84),34189 (6.25-6.50),93040.28939819336,1.02,3.07,0.09,25.5133,0.0,0.274347,13.89,22.12,7.29,18.8269,13.0138,0.0,14.91,19.05,7.2
1089,jsat,32238 (2.46-2.72),34189 (6.25-6.50),93137.96949768066,6.37,8.82,0.29,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.8269,13.0138,0.0,14.91,19.05,7.2
983,jsat,32235 (5.55-5.98),34189 (4.25-4.50),93137.97041320801,1.43,0.24,0.04,25.5361,0.0,0.926972,13.66,19.89,7.48,18.8358,7.42697,0.0,15.09,20.13,7.44
1137,jsat,32238 (6.40-6.80),34189 (6.25-6.50),93174.59956359863,6.43,1.89,0.73,9.4666,0.0,0.0482738,8.48,20.94,7.93,18.8269,13.0138,0.0,14.91,19.05,7.2
858,jsat,32234 (3.50-3.70),34189 (4.25-4.50),93174.60054016113,1.75,1.39,1.35,25.546,0.0,2.14927,13.34,18.74,8.79,18.8358,7.42697,0.0,15.09,20.13,7.44
704,jsat,32228 (4.42-4.72),34189 (6.25-6.50),93247.85963439941,2.97,4.38,0.77,25.7448,7.0675,,11.94,23.43,7.97,18.8269,13.0138,0.0,14.91,19.05,7.2
1087,jsat,32238 (2.46-2.72),34189 (4.25-4.50),93296.70063781738,6.55,7.74,0.05,9.47367,0.0,0.0287791,8.54,27.87,7.49,18.8358,7.42697,0.0,15.09,20.13,7.44
1008,jsat,32235 (6.07-6.42),34189 (6.25-6.50),93308.90969848633,1.42,0.29,0.41,25.5268,0.0,0.862729,13.49,19.34,7.61,18.8269,13.0138,0.0,14.91,19.05,7.2
702,jsat,32228 (4.42-4.72),34189 (4.25-4.50),93357.75074768066,3.15,3.3,0.53,25.7448,7.0675,,11.94,23.43,7.97,18.8358,7.42697,0.0,15.09,20.13,7.44
294,jsat,32201 (2.55-2.77),32233 (5.05-5.33),93382.173828125,4.83,9.54,1.55,9.59389,0.0,,7.05,29.71,7.32,25.747,0.0,1.9545,11.88,20.17,8.87
1161,jsat,32239 (3.90-4.20),34189 (6.25-6.50),93443.21981811523,6.52,0.38,0.91,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8269,13.0138,0.0,14.91,19.05,7.2
916,jsat,32234 (5.10-5.55),34189 (6.25-6.50),93504.26985168457,2.34,11.29,1.62,25.5233,0.0,0.0506868,12.57,7.76,8.82,18.8269,13.0138,0.0,14.91,19.05,7.2
888,jsat,32234 (4.69-4.94),34189 (6.25-6.50),93516.47987365723,2.52,13.77,2.59,25.5276,0.0,0.0676609,12.39,5.28,9.79,18.8269,13.0138,0.0,14.91,19.05,7.2
1006,jsat,32235 (6.07-6.42),34189 (4.25-4.50),93614.16098022461,1.6,0.79,0.17,25.5268,0.0,0.862729,13.49,19.34,7.61,18.8358,7.42697,0.0,15.09,20.13,7.44
1159,jsat,32239 (3.90-4.20),34189 (4.25-4.50),93699.63104248047,6.7,1.46,0.67,9.47201,0.0,0.122662,8.39,18.67,8.11,18.8358,7.42697,0.0,15.09,20.13,7.44
593,jsat,32225 (4.52-4.95),34188 (2.24-2.41),94395.609375,6.54,19.74,0.09,19.1233,3.4687,,9.43,21.37,7.8,18.8204,0.0298251,0.0,15.97,41.11,7.89
59,jsat,28767 (5.90-6.31),32225 (2.70-3.00),94444.44384765625,2.56,5.99,2.42,2.15433,0.0,,4.28,11.98,5.13,9.48025,3.49116,,6.84,17.97,7.55
669,jsat,32228 (3.72-4.00),34189 (4.25-4.50),95274.72276306152,3.1,4.52,0.47,25.7514,4.76522,,11.99,24.65,7.91,18.8358,7.42697,0.0,15.09,20.13,7.44
600,jsat,32225 (4.52-4.95),34189 (5.25-5.50),95824.16455078125,5.49,1.82,0.3,19.1233,3.4687,,9.43,21.37,7.8,18.8304,10.1737,0.0,14.92,19.55,7.5
596,jsat,32225 (4.52-4.95),34188 (4.28-4.45),98034.18017578125,5.84,6.26,0.63,19.1233,3.4687,,9.43,21.37,7.8,18.8255,4.51156,0.0,15.27,15.11,8.43
191,jsat,30506 (3.53-3.71),34189 (6.25-6.50),99499.38488769531,4.08,21.44,5.4,38.3254,21.2135,,18.99,-2.39,12.6,18.8269,13.0138,0.0,14.91,19.05,7.2
1240,jsat,34188 (4.28-4.45),34189 (4.25-4.50),100671.55078125,0.18,5.02,0.99,18.8255,4.51156,0.0,15.27,15.11,8.43,18.8358,7.42697,0.0,15.09,20.13,7.44
737,jsat,32228 (5.22-5.50),34189 (6.25-6.50),102014.64776611328,3.1,2.19,0.83,25.7248,9.63407,,11.81,21.24,8.03,18.8269,13.0138,0.0,14.91,19.05,7.2
1218,jsat,34165 (3.52-3.70),34188 (2.24-2.41),102063.4990234375,,37.34,,18.8646,13.2777,0.0,,3.77,,18.8204,0.0298251,0.0,15.97,41.11,7.89
9,jsat,28767 (2.00-2.50),32225 (2.70-3.00),102503.0517578125,2.8,2.09,1.65,1.34941,0.0,,4.04,15.88,5.9,9.48025,3.49116,,6.84,17.97,7.55
1225,jsat,34165 (3.52-3.70),34189 (5.25-5.50),103821.73388671875,,15.78,,18.8646,13.2777,0.0,,3.77,,18.8304,10.1737,0.0,14.92,19.55,7.5
1221,jsat,34165 (3.52-3.70),34188 (4.28-4.45),104517.70654296875,,11.34,,18.8646,13.2777,0.0,,3.77,,18.8255,4.51156,0.0,15.27,15.11,8.43
325,jsat,32201 (2.55-2.77),34189 (6.25-6.50),106092.796875,7.86,10.66,0.12,9.59389,0.0,,7.05,29.71,7.32,18.8269,13.0138,0.0,14.91,19.05,7.2
439,jsat,32201 (4.55-4.81),34165 (2.00-2.33),106398.02734375,,7.38,1.24,19.1003,0.0,,9.65,25.35,7.74,18.8512,0.0243271,0.0,,17.97,6.5
404,jsat,32201 (3.66-3.93),34188 (4.90-5.06),107020.759765625,7.72,10.6,0.63,19.098,0.0,,7.05,19.94,7.7,18.8245,6.73915,0.0,14.77,9.34,8.33
597,jsat,32225 (4.52-4.95),34188 (4.90-5.06),107643.458984375,5.34,12.03,0.53,19.1233,3.4687,,9.43,21.37,7.8,18.8245,6.73915,0.0,14.77,9.34,8.33
638,jsat,32225 (5.52-5.95),34189 (6.25-6.50),108351.654296875,5.48,6.35,0.43,9.65691,3.46728,,9.43,25.4,7.63,18.8269,13.0138,0.0,14.91,19.05,7.2
412,jsat,32201 (4.55-4.81),32225 (5.52-5.95),108778.98046875,0.22,0.05,0.11,19.1003,0.0,,9.65,25.35,7.74,9.65691,3.46728,,9.43,25.4,7.63
595,jsat,32225 (4.52-4.95),34188 (4.04-4.20),109841.2626953125,5.57,8.43,0.56,19.1233,3.4687,,9.43,21.37,7.8,18.8332,4.51371,0.0,15.0,12.94,8.36
607,jsat,32225 (5.52-5.95),32233 (5.05-5.33),109853.4765625,2.45,5.23,1.24,9.65691,3.46728,,9.43,25.4,7.63,25.747,0.0,1.9545,11.88,20.17,8.87
402,jsat,32201 (3.66-3.93),34188 (4.04-4.20),110073.2626953125,7.95,7.0,0.66,19.098,0.0,,7.05,19.94,7.7,18.8332,4.51371,0.0,15.0,12.94,8.36
283,jsat,30506 (4.93-5.03),34189 (6.25-6.50),112441.99743652344,2.86,22.85,6.68,38.2955,21.215,,17.77,-3.8,13.88,18.8269,13.0138,0.0,14.91,19.05,7.2
