,Delta Ptot,Delta Tdiv,Delta nbar,Quantity,Scenario 1,Scenario 2,Signal 1,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar,quadratic_mean
713,0.28,13.83,0.97,jsat,,3?,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,5265.5563124
754,1.24,1.61,0.8,jsat,,5,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,5277.7518122
653,,2.2,2.37,jsat,2,3,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,5279.35891082
150,5.35,11.71,0.18,jsat,3,2,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,5306.53846763
497,3.36,1.22,0.07,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,5308.71896393
293,1.7,9.9,0.06,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,5313.91482441
888,6.53,11.22,0.56,jsat,,2,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,5329.87288656
576,0.29,5.17,0.18,jsat,2,2.5,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,5354.26554975
932,6.51,9.21,0.52,jsat,,2,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,5365.22001321
824,0.8,7.14,0.09,jsat,,2.5,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,5380.28880101
394,4.59,21.34,1.25,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,5385.00841828
1122,3.55,2.65,0.38,jsat,2.5,2,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,5388.68831256
87,10.42,16.93,2.7,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,5398.43671321
392,5.28,12.86,0.0,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,5399.03201103
583,,13.68,1.38,jsat,2,3,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,5415.37344319
494,3.35,4.72,0.13,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,5416.96361005
1009,6.18,7.85,0.3,jsat,,,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,5417.59746069
297,1.64,2.97,0.38,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,5425.63440789
595,1.29,9.22,0.43,jsat,2,,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,5435.2756325
622,3.43,4.71,0.54,jsat,2,2,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,5471.72785908
631,1.61,0.83,1.26,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,5477.46873502
491,3.27,6.63,0.54,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,5508.98677533
255,1.07,19.17,0.56,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,5514.48514062
1168,0.21,9.86,0.63,jsat,,5,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,5536.54295735
593,1.3,8.45,0.09,jsat,2,,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,5558.03163301
49,2.77,17.73,2.19,jsat,4,2,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,5578.86028405
1123,2.31,13.54,0.66,jsat,2.5,2,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,5584.63525158
528,3.05,2.37,0.16,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,5597.7225177
104,4.47,7.92,0.64,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,5607.80587443
1049,6.61,5.73,0.25,jsat,,2,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,5609.78506688
1045,5.63,14.61,0.77,jsat,,,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,5625.99465032
866,1.02,3.07,0.09,jsat,,5,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,5667.92811482
910,6.46,14.93,0.87,jsat,,2,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,5668.12939919
192,2.29,1.92,0.23,jsat,2,,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,5671.78342149
806,1.61,4.78,0.95,jsat,,10,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,5680.28285379
882,6.24,14.1,0.17,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,5699.33193266
530,3.03,0.36,0.12,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,5712.96425747
990,3.81,0.65,0.08,jsat,,3?,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,5715.24480535
660,3.03,1.12,1.67,jsat,2,5,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,5736.72017639
837,1.43,0.21,0.11,jsat,,4.5,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,5751.97901444
128,5.64,3.23,0.38,jsat,2,2.5,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,5759.93502446
1200,0.53,9.29,1.06,jsat,10,2,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,5763.50776632
964,0.29,5.65,0.86,jsat,,,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,5767.30718978
1131,1.73,17.53,1.03,jsat,3?,,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,5768.40595266
693,1.57,0.31,1.59,jsat,,5,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,5771.50455606
926,6.22,16.11,0.21,jsat,,,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,5780.41760098
1163,0.3,15.97,0.53,jsat,,2,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,5806.27077138
158,6.44,0.6,0.09,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,5812.76376026
260,0.8,29.24,1.65,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,5823.40954041
538,2.77,10.92,1.06,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,5840.74550441
399,5.84,10.29,0.8,jsat,2,10,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,5855.37990744
224,5.17,2.01,0.79,jsat,2,,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,5857.68525
1191,,1.08,0.7,jsat,3,5,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,5859.32550051
500,3.06,10.37,0.99,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,5873.78650764
77,4.17,10.48,2.83,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,5883.24262589
1185,,5.86,1.58,jsat,3,2,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,5890.01568185
991,4.34,4.8,0.14,jsat,,2,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,5898.38093585
1014,7.71,6.58,0.75,jsat,,2,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,5930.00638766
644,0.74,10.58,1.24,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,5959.86290323
906,5.48,23.81,1.39,jsat,,,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,5966.9436647
875,0.03,9.26,0.59,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,5967.35842736
655,3.12,7.23,0.51,jsat,2,2,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,5967.77166149
556,0.94,12.91,0.91,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,5981.51412343
35,8.25,5.71,1.95,jsat,2,3?,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,5987.93109112
381,0.95,4.46,0.3,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,5990.36925224
574,0.22,0.9,0.25,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,6012.03862447
626,1.46,1.43,0.08,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,6029.29135027
351,5.27,7.54,0.03,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,6034.54519275
1104,2.29,11.7,0.43,jsat,,5,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,6038.39284891
880,3.82,2.57,0.05,jsat,,3?,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,6057.62956446
919,0.01,7.25,0.55,jsat,,,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,6064.6970239
966,4.15,22.55,0.94,jsat,,2,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,6069.58020397
1011,5.49,26.35,1.55,jsat,,,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,6090.27185669
621,2.9,14.0,0.52,jsat,2,10,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,6102.61327821
132,7.65,0.8,0.51,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,6122.54672669
250,1.08,15.95,0.43,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,6137.35039445
703,4.11,8.76,0.66,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,6153.27560762
73,4.23,7.78,2.86,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,6166.41051392
924,3.8,0.56,0.01,jsat,,3?,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,6172.34818082
826,0.67,6.4,0.18,jsat,,2,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,6175.26546532
1186,,5.03,1.86,jsat,3,2,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,6198.22293586
244,3.02,32.35,1.45,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,6224.02778158
71,4.26,15.89,2.36,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,6228.26225723
165,1.43,1.0,0.23,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,6231.31669053
1128,2.22,7.43,0.5,jsat,2.5,5,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,6233.61888858
484,0.76,13.48,0.79,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,6237.05523264
1178,1.42,0.49,0.45,jsat,,2,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,6250.01992425
522,1.05,14.03,0.86,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,6251.82921396
252,1.06,17.96,0.47,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,6252.31743233
407,1.35,5.91,0.88,jsat,2,,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,6258.32487933
404,0.41,7.0,0.03,jsat,2,2,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,6262.36456675
550,3.48,8.85,0.4,jsat,,2,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,6284.92389996
92,10.72,0.96,3.23,jsat,4,2,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,6289.20587017
985,0.02,6.04,0.46,jsat,,,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,6316.33401982
296,1.62,1.45,0.61,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,6346.89684891
135,,11.74,0.82,jsat,2,3,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,6365.43280491
304,5.77,21.1,0.33,jsat,3,2,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,6372.55010455
25,4.42,0.64,2.26,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,6385.36814403
473,4.3,0.4,0.11,jsat,,2,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,6414.115712
449,1.72,3.54,0.49,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,6436.09891795
55,5.15,13.42,2.5,jsat,4,2,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,6445.91589915
272,5.45,27.17,0.99,jsat,2,2,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,6446.89693925
772,1.02,8.73,0.34,jsat,,,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,6510.76616946
476,3.86,0.97,0.6,jsat,,2,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,6518.64273426
1202,0.35,4.44,0.93,jsat,10,4.5,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,6531.62368149
129,5.24,8.12,0.53,jsat,2,3?,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,6533.2045081
301,1.66,3.07,0.84,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,6546.32893436
431,2.71,4.26,0.08,jsat,2,,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,6560.71904904
331,4.23,1.48,0.32,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,6561.63318695
1098,3.62,6.92,0.45,jsat,,2,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,6581.17466853
662,0.34,1.44,1.3,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,6585.81709748
425,0.63,6.1,0.28,jsat,2,,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,6591.14583171
292,1.63,6.19,0.25,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,6607.91902819
597,1.52,6.99,0.62,jsat,2,,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,6608.48087506
862,1.38,7.01,1.14,jsat,,10,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,6616.41292099
354,,3.4,1.3,jsat,3,3,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,6622.23551586
884,5.55,20.1,1.08,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,6627.18398074
802,1.16,3.45,1.05,jsat,,,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,6627.28956284
434,,6.68,1.41,jsat,2,3,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,6629.430419
358,6.37,3.03,0.43,jsat,3,2,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,6632.83714258
187,7.86,0.89,0.5,jsat,3,5,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,6634.39129675
103,4.76,8.47,0.71,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,6674.23398784
750,1.6,5.55,0.43,jsat,,10,32235 (3.49-3.87),25.5696,0.0,0.962967,13.67,20.66,8.0,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,6681.01194888
970,6.25,21.74,0.53,jsat,,,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,6681.19263807
495,3.33,0.3,0.1,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,6696.4912675
928,5.53,18.09,1.04,jsat,,,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,6705.23302601
294,1.65,4.18,0.29,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,6708.31983017
1181,0.98,1.06,1.16,jsat,,2,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,6709.78937865
1099,2.38,17.81,0.73,jsat,,2,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,6716.23353675
78,4.11,6.69,2.98,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,6727.70147906
989,4.21,5.54,0.23,jsat,,2.5,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,6738.59530231
629,1.8,0.01,1.38,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,6754.85620305
775,,2.21,0.99,jsat,,3,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,6766.04866147
119,1.41,13.19,0.84,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,6774.85446287
