,Delta Ptot,Delta Tdiv,Delta nbar,Quantity,Scenario 1,Scenario 2,Signal 1,Signal 1 D,Signal 1 N,Signal 1 Ne,Signal 1 Ptot,Signal 1 Tdiv,Signal 1 nbar,Signal 2,Signal 2 D,Signal 2 N,Signal 2 Ne,Signal 2 Ptot,Signal 2 Tdiv,Signal 2 nbar,quadratic_mean
1015,6.47,17.47,1.03,jsat,,2,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,3582.93053482
258,1.16,21.44,0.74,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,3595.06694065
1100,2.65,15.64,0.8,jsat,,10,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,3610.97521504
413,1.9,2.53,0.62,jsat,2,,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,3621.78502206
529,2.98,6.08,0.47,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,3623.38961485
357,5.84,6.26,0.63,jsat,3,10,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,3632.56363113
532,3.06,5.27,0.2,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,3661.4340799
625,2.54,10.06,0.71,jsat,2,5,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,3678.59338371
166,1.48,10.47,0.37,jsat,3,,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,3731.72370349
118,1.46,9.95,0.67,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,3734.8327765
100,2.38,4.31,0.31,jsat,2,2,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,3740.06993552
440,2.93,5.1,0.41,jsat,2,4.5,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,3753.74597989
779,2.12,4.22,0.12,jsat,,2,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,3765.19883689
467,0.88,2.31,0.18,jsat,,2,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,3769.84122162
204,4.24,3.23,0.45,jsat,2,,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32235 (6.49-6.84),25.5133,0.0,0.274347,13.89,22.12,7.29,3803.73107546
1124,2.58,11.37,0.73,jsat,2.5,10,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,3814.99774817
253,1.04,20.35,0.62,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,3848.70967366
998,6.52,8.0,0.43,jsat,,2,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,3851.12735132
586,2.87,16.54,0.55,jsat,2,10,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,3873.43074337
946,3.78,1.83,0.14,jsat,,3?,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,3875.02567952
259,1.05,25.21,1.02,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,3894.37147117
1026,6.26,15.8,0.33,jsat,,,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,3923.389679
306,5.45,3.62,0.3,jsat,3,3?,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,3930.77976464
582,2.42,8.31,0.65,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,3947.64387103
902,3.75,6.28,0.36,jsat,,3?,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,3964.19262486
897,0.04,12.97,0.9,jsat,,,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,3985.49095642
442,0.46,8.22,0.09,jsat,,2,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,3988.46411288
72,4.21,10.17,2.71,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,4009.4732907
262,3.06,1.04,0.15,jsat,2,2,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,4052.46826233
1146,3.42,1.91,0.29,jsat,2,2,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,4063.56863983
257,1.1,17.65,0.59,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,4066.70423254
33,8.57,23.19,1.32,jsat,2,2,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,4100.17486122
70,4.19,12.18,2.67,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,4113.87738703
948,6.2,18.5,0.36,jsat,,,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,4123.64964006
396,,7.43,1.13,jsat,2,3,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,4125.62959801
231,5.27,5.8,0.24,jsat,2,4.5,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,4132.13154859
870,0.01,7.64,0.36,jsat,,,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,4132.21491833
405,0.38,4.46,0.0,jsat,2,2,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,4136.72977298
561,1.09,12.31,0.27,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,4156.65340117
544,3.19,16.47,0.33,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,4157.40501748
266,5.16,1.85,0.26,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,4165.50297585
1024,3.84,0.87,0.11,jsat,,3?,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,4180.01990759
1006,4.16,3.93,0.37,jsat,,2.5,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,4186.15455535
115,1.42,5.55,0.48,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32237 (2.37-2.98),9.48679,0.0,0.0285357,8.47,24.16,7.8,4189.08323043
251,1.01,12.24,0.12,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,4193.79443655
1147,2.18,12.8,0.57,jsat,2,2,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,4194.25414112
254,1.09,23.59,0.79,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32238 (5.72-6.08),9.46889,0.0,0.0927535,8.46,16.52,8.16,4201.20987741
320,2.56,3.28,0.11,jsat,3,2,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,4209.23253193
117,1.44,7.56,0.52,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32238 (3.58-3.84),9.47125,0.0,0.0842352,8.49,22.15,7.84,4228.51612997
590,2.51,12.6,0.68,jsat,2,5,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,4260.59367366
708,4.07,7.14,0.43,jsat,,,32234 (5.10-5.55),25.5233,0.0,0.0506868,12.57,7.76,8.82,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,4262.290269
183,8.22,4.83,0.73,jsat,3,10,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,4262.33971843
189,0.22,3.98,0.06,jsat,2,3,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,4290.92718514
992,6.23,17.32,0.3,jsat,,,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,4293.23222019
448,1.74,3.25,0.48,jsat,,,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,4320.22974209
648,0.94,5.57,1.08,jsat,2,2,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,4332.31108316
540,1.09,17.28,0.74,jsat,,2,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,4335.49958715
382,0.9,5.01,0.3,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,4341.11223198
321,2.51,2.06,0.17,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,4351.9663768
98,0.21,11.74,0.23,jsat,2,3,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,4408.41823966
650,2.82,8.74,1.04,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,4410.25762465
75,4.2,8.96,2.8,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,4416.22973996
353,5.39,1.97,0.73,jsat,3,,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,4439.14231978
1056,4.11,24.17,1.17,jsat,,2,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,32931 (3.48-3.76),9.73754,2.76119,0.0,12.61,39.07,7.22,4440.86343895
1032,6.55,9.52,0.4,jsat,,2,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,4451.65614338
136,9.19,5.88,0.76,jsat,2,2,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,4458.93912191
326,2.45,1.2,1.07,jsat,3,2,32225 (4.52-4.95),19.1233,3.4687,,9.43,21.37,7.8,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,4463.46256106
810,1.25,0.84,0.28,jsat,,5,32235 (5.55-5.98),25.5361,0.0,0.926972,13.66,19.89,7.48,34189 (6.25-6.50),18.8269,13.0138,0.0,14.91,19.05,7.2,4488.03787792
938,0.02,10.65,0.66,jsat,,,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,4489.01997085
941,0.01,4.86,0.4,jsat,,,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,4493.50613457
774,1.14,3.16,1.04,jsat,,,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,4494.91480371
652,2.94,3.17,0.34,jsat,2,,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,4499.73407635
130,5.77,3.97,0.47,jsat,2,2,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,4500.95511877
299,1.61,4.49,0.41,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,4518.38467755
314,8.16,5.03,0.81,jsat,3,2,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,4533.97819846
50,2.77,7.96,2.57,jsat,4,3,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,4535.25827529
295,1.67,1.79,0.44,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,4551.46201143
123,1.34,11.04,0.79,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,4551.6022911
433,2.83,1.31,0.62,jsat,2,,32228 (3.72-4.00),25.7514,4.76522,,11.99,24.65,7.91,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,4552.10672698
30,4.46,0.98,2.49,jsat,2,,28767 (2.00-2.50),1.34941,0.0,,4.04,15.88,5.9,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,4552.59113442
116,1.49,1.84,0.17,jsat,2,,32201 (2.55-2.77),9.59389,0.0,,7.05,29.71,7.32,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,4563.51986601
584,3.84,7.82,0.2,jsat,2,2,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,4579.89004901
81,8.34,18.77,2.5,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,4585.46807084
506,2.9,17.02,0.4,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,4589.06170853
596,1.12,9.77,0.3,jsat,2,,32233 (3.81-4.00),25.7632,0.0,0.493743,12.37,29.11,7.91,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,4591.52137774
444,0.06,3.26,0.9,jsat,,2,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,4604.64814132
580,2.3,2.74,0.05,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,4607.55318142
83,8.41,14.5,2.57,jsat,4,2.5,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,4613.80918758
366,2.97,6.25,0.25,jsat,2,2,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,4624.0025131
1148,2.45,10.63,0.64,jsat,2,10,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,4670.26791366
1013,,12.44,0.83,jsat,,3,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,4683.4025702
1043,6.32,19.59,0.48,jsat,,,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,4694.39830881
268,4.47,36.05,1.51,jsat,2,,32201 (5.90-6.20),9.6541,0.0,,9.55,40.11,7.37,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,4704.2996396
828,1.21,9.57,0.22,jsat,,,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,4708.61183327
835,2.31,5.06,0.24,jsat,,2,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,34189 (2.87-3.20),18.8352,5.00709,0.0,15.8,24.4,7.37,4709.14088973
228,5.62,10.24,0.69,jsat,2,10,32201 (4.55-4.81),19.1003,0.0,,9.65,25.35,7.74,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,4738.74917543
152,4.83,0.23,1.17,jsat,3,2,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,4787.17843913
387,3.19,5.35,0.0,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,4790.79418453
546,2.5,17.73,0.92,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,4794.35093893
499,3.31,6.34,0.36,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32239 (4.56-4.95),9.47235,0.0,0.10587,8.5,14.9,8.39,4805.9851073
656,3.39,5.06,0.44,jsat,2,10,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,34188 (4.28-4.45),18.8255,4.51156,0.0,15.27,15.11,8.43,4809.28552496
954,6.49,6.82,0.37,jsat,,2,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,4812.04265504
90,,5.99,1.37,jsat,4,3,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,4820.47572214
300,1.55,0.7,0.56,jsat,3,,32225 (2.70-3.00),9.48025,3.49116,,6.84,17.97,7.55,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,4821.12362342
1010,6.17,1.5,0.5,jsat,,,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,4832.360547
1170,2.22,19.77,0.8,jsat,,2,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,4834.76707469
181,9.19,3.89,0.38,jsat,3,2,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,4836.22124168
85,8.54,13.76,2.66,jsat,4,2,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,4839.65027261
1075,3.54,10.72,1.17,jsat,,3?,32239 (5.80-6.10),9.46983,0.0,0.0811663,8.75,10.87,9.02,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,4852.93777391
1004,4.09,0.34,0.3,jsat,,,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,4854.21267438
664,0.15,0.6,1.18,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,4862.41770754
63,9.06,6.76,3.66,jsat,4,,28767 (5.90-6.31),2.15433,0.0,,4.28,11.98,5.13,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,4874.2365808
1028,5.57,18.4,0.92,jsat,,,32239 (3.20-3.40),9.47453,0.0,0.0793621,8.45,22.46,7.96,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,4876.62324531
508,2.21,17.18,0.85,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,4888.20324968
498,3.42,2.57,0.08,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32239 (3.90-4.20),9.47201,0.0,0.122662,8.39,18.67,8.11,4910.8201975
894,0.01,2.54,0.16,jsat,,,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,4918.92771894
182,7.95,7.0,0.66,jsat,3,2,32201 (3.66-3.93),19.098,0.0,,7.05,19.94,7.7,34188 (4.04-4.20),18.8332,4.51371,0.0,15.0,12.94,8.36,4920.64314049
395,5.39,2.06,0.9,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32932 (6.35-6.50),18.5579,0.292389,0.0,14.82,23.34,8.53,4950.05231988
831,,1.37,1.11,jsat,,3,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,34165 (2.00-2.33),18.8512,0.0243271,0.0,,17.97,6.5,4981.01666737
904,6.17,10.39,0.14,jsat,,,32238 (2.46-2.72),9.47367,0.0,0.0287791,8.54,27.87,7.49,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,5020.5092432
646,0.81,6.31,1.17,jsat,2,2.5,32233 (5.05-5.33),25.747,0.0,1.9545,11.88,20.17,8.87,32931 (4.51-4.79),18.7046,2.33235,0.0,12.69,26.48,7.7,5035.4643316
369,3.91,6.66,1.16,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,5046.05878697
533,3.04,0.85,0.03,jsat,,,32228 (6.20-6.48),25.7023,12.8457,,11.52,21.79,7.96,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,5046.58700996
950,5.51,15.7,0.89,jsat,,,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,5073.34561938
578,0.42,5.91,0.09,jsat,2,2,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32931 (6.35-6.50),18.6919,0.257304,0.0,12.82,25.74,7.79,5079.1233465
781,1.24,0.63,0.01,jsat,,4.5,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,34189 (5.25-5.50),18.8304,10.1737,0.0,14.92,19.55,7.5,5120.93468705
493,3.3,1.48,0.04,jsat,,,32228 (5.22-5.50),25.7248,9.63407,,11.81,21.24,8.03,32238 (4.63-5.06),9.47207,0.0,0.177642,8.51,19.76,7.99,5121.23618132
363,2.51,1.97,0.34,jsat,2,,32225 (5.52-5.95),9.65691,3.46728,,9.43,25.4,7.63,32228 (4.42-4.72),25.7448,7.0675,,11.94,23.43,7.97,5134.11176564
1162,1.54,5.08,0.25,jsat,,2,32932 (3.50-3.91),18.6043,3.35945,0.0,14.7,28.91,7.83,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,5134.32180161
822,0.87,11.41,0.02,jsat,,,32235 (6.07-6.42),25.5268,0.0,0.862729,13.49,19.34,7.61,32930 (2.64-2.85),18.8147,0.0237066,0.0,12.62,30.75,7.63,5134.94735564
1129,2.42,16.67,0.22,jsat,3?,,32931 (5.70-6.00),18.6992,10.9195,0.0,12.29,21.59,7.85,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,5148.50026027
1154,1.53,14.43,0.45,jsat,,2,32932 (2.51-2.91),18.6118,0.02595,0.0,14.71,38.26,7.63,34188 (3.25-3.42),18.8302,2.66714,0.0,16.24,23.83,8.08,5185.21341623
994,5.54,16.88,0.95,jsat,,,32238 (6.40-6.80),9.4666,0.0,0.0482738,8.48,20.94,7.93,32932 (5.50-5.91),18.5736,19.4131,0.0,14.02,4.06,8.88,5196.74800556
672,4.81,11.67,1.46,jsat,,,32234 (3.50-3.70),25.546,0.0,2.14927,13.34,18.74,8.79,32239 (2.11-2.47),9.47128,0.0,0.0275171,8.53,30.41,7.33,5218.87171889
559,1.28,11.47,0.39,jsat,2,,32233 (2.76-2.96),25.778,0.0,0.0308418,12.4,31.65,7.88,32235 (4.03-5.00),25.5597,0.0,0.934225,13.68,20.18,7.49,5231.75658221
