,Quantity,Signal 1,Signal 2,DTW,
1486,jsat,32238 (5.72-6.08),34188 (3.25-3.42),FAILED,
1485,jsat,32238 (5.72-6.08),34188 (2.24-2.41),FAILED,
1484,jsat,32238 (5.72-6.08),34165 (3.52-3.70),FAILED,
1483,jsat,32238 (5.72-6.08),34165 (2.00-2.33),FAILED,
1469,jsat,32238 (5.72-6.08),32239 (3.20-3.40),FAILED,
1463,jsat,32238 (4.63-5.06),34189 (2.87-3.20),FAILED,
1462,jsat,32238 (4.63-5.06),34188 (4.90-5.06),FAILED,
1460,jsat,32238 (4.63-5.06),34188 (4.04-4.20),FAILED,
1092,jsat,32234 (3.50-3.70),34188 (2.24-2.41),FAILED,
1091,jsat,32234 (3.50-3.70),34165 (3.52-3.70),FAILED,
1090,jsat,32234 (3.50-3.70),34165 (2.00-2.33),FAILED,
845,jsat,32228 (3.72-4.00),34189 (6.25-6.50),FAILED,
844,jsat,32228 (3.72-4.00),34189 (5.25-5.50),FAILED,
843,jsat,32228 (3.72-4.00),34189 (4.25-4.50),FAILED,
842,jsat,32228 (3.72-4.00),34189 (2.87-3.20),FAILED,
841,jsat,32228 (3.72-4.00),34188 (4.90-5.06),FAILED,
840,jsat,32228 (3.72-4.00),34188 (4.28-4.45),FAILED,
839,jsat,32228 (3.72-4.00),34188 (4.04-4.20),FAILED,
838,jsat,32228 (3.72-4.00),34188 (3.25-3.42),FAILED,
837,jsat,32228 (3.72-4.00),34188 (2.24-2.41),FAILED,
836,jsat,32228 (3.72-4.00),34165 (3.52-3.70),FAILED,
835,jsat,32228 (3.72-4.00),34165 (2.00-2.33),FAILED,
825,jsat,32228 (3.72-4.00),32239 (2.11-2.47),FAILED,
824,jsat,32228 (3.72-4.00),32238 (3.58-3.84),FAILED,
823,jsat,32228 (3.72-4.00),32239 (5.80-6.10),FAILED,
822,jsat,32228 (3.72-4.00),32239 (4.56-4.95),FAILED,
848,jsat,32228 (4.42-4.72),32233 (3.81-4.00),FAILED,
821,jsat,32228 (3.72-4.00),32239 (3.90-4.20),FAILED,
850,jsat,32228 (4.42-4.72),32234 (3.50-3.70),FAILED,
864,jsat,32228 (4.42-4.72),32239 (3.20-3.40),FAILED,
905,jsat,32228 (5.22-5.50),32238 (4.63-5.06),FAILED,
904,jsat,32228 (5.22-5.50),32238 (2.46-2.72),FAILED,
903,jsat,32228 (5.22-5.50),32237 (3.74-4.01),FAILED,
902,jsat,32228 (5.22-5.50),32237 (2.37-2.98),FAILED,
901,jsat,32228 (5.22-5.50),32235 (6.49-6.84),FAILED,
900,jsat,32228 (5.22-5.50),32235 (6.07-6.42),FAILED,
899,jsat,32228 (5.22-5.50),32235 (5.55-5.98),FAILED,
898,jsat,32228 (5.22-5.50),32235 (4.03-5.00),FAILED,
897,jsat,32228 (5.22-5.50),32235 (3.49-3.87),FAILED,
896,jsat,32228 (5.22-5.50),32234 (5.10-5.55),FAILED,
895,jsat,32228 (5.22-5.50),32234 (4.69-4.94),FAILED,
894,jsat,32228 (5.22-5.50),32234 (3.50-3.70),FAILED,
893,jsat,32228 (5.22-5.50),32233 (5.05-5.33),FAILED,
892,jsat,32228 (5.22-5.50),32233 (3.81-4.00),FAILED,
882,jsat,32228 (4.42-4.72),34188 (3.25-3.42),FAILED,
860,jsat,32228 (4.42-4.72),32238 (2.46-2.72),FAILED,
906,jsat,32228 (5.22-5.50),32238 (5.72-6.08),FAILED,
820,jsat,32228 (3.72-4.00),32239 (3.20-3.40),FAILED,
818,jsat,32228 (3.72-4.00),32238 (5.72-6.08),FAILED,
760,jsat,32225 (5.52-5.95),32233 (3.81-4.00),FAILED,
758,jsat,32225 (5.52-5.95),32228 (5.22-5.50),FAILED,
756,jsat,32225 (5.52-5.95),32228 (3.72-4.00),FAILED,
746,jsat,32225 (4.52-4.95),34188 (3.25-3.42),FAILED,
745,jsat,32225 (4.52-4.95),34188 (2.24-2.41),FAILED,
728,jsat,32225 (4.52-4.95),32239 (3.20-3.40),FAILED,
724,jsat,32225 (4.52-4.95),32238 (2.46-2.72),FAILED,
714,jsat,32225 (4.52-4.95),32234 (3.50-3.70),FAILED,
712,jsat,32225 (4.52-4.95),32233 (3.81-4.00),FAILED,
710,jsat,32225 (4.52-4.95),32228 (5.22-5.50),FAILED,
708,jsat,32225 (4.52-4.95),32228 (3.72-4.00),FAILED,
702,jsat,32225 (3.52-3.70),34189 (2.87-3.20),FAILED,
701,jsat,32225 (3.52-3.70),34188 (4.90-5.06),FAILED,
700,jsat,32225 (3.52-3.70),34188 (4.28-4.45),FAILED,
698,jsat,32225 (3.52-3.70),34188 (3.25-3.42),FAILED,
762,jsat,32225 (5.52-5.95),32234 (3.50-3.70),FAILED,
819,jsat,32228 (3.72-4.00),32238 (6.40-6.80),FAILED,
772,jsat,32225 (5.52-5.95),32238 (2.46-2.72),FAILED,
797,jsat,32225 (5.52-5.95),34188 (4.90-5.06),FAILED,
817,jsat,32228 (3.72-4.00),32238 (4.63-5.06),FAILED,
816,jsat,32228 (3.72-4.00),32238 (2.46-2.72),FAILED,
815,jsat,32228 (3.72-4.00),32237 (3.74-4.01),FAILED,
814,jsat,32228 (3.72-4.00),32237 (2.37-2.98),FAILED,
813,jsat,32228 (3.72-4.00),32235 (6.49-6.84),FAILED,
812,jsat,32228 (3.72-4.00),32235 (6.07-6.42),FAILED,
811,jsat,32228 (3.72-4.00),32235 (5.55-5.98),FAILED,
810,jsat,32228 (3.72-4.00),32235 (4.03-5.00),FAILED,
809,jsat,32228 (3.72-4.00),32235 (3.49-3.87),FAILED,
808,jsat,32228 (3.72-4.00),32234 (5.10-5.55),FAILED,
807,jsat,32228 (3.72-4.00),32234 (4.69-4.94),FAILED,
806,jsat,32228 (3.72-4.00),32234 (3.50-3.70),FAILED,
805,jsat,32228 (3.72-4.00),32233 (5.05-5.33),FAILED,
804,jsat,32228 (3.72-4.00),32233 (3.81-4.00),FAILED,
798,jsat,32225 (5.52-5.95),34189 (2.87-3.20),FAILED,
776,jsat,32225 (5.52-5.95),32239 (3.20-3.40),FAILED,
696,jsat,32225 (3.52-3.70),34165 (3.52-3.70),FAILED,
907,jsat,32228 (5.22-5.50),32238 (6.40-6.80),FAILED,
909,jsat,32228 (5.22-5.50),32239 (3.90-4.20),FAILED,
1022,jsat,32233 (5.05-5.33),32234 (3.50-3.70),FAILED,
1019,jsat,32233 (3.81-4.00),34189 (6.25-6.50),FAILED,
1018,jsat,32233 (3.81-4.00),34189 (5.25-5.50),FAILED,
1017,jsat,32233 (3.81-4.00),34189 (4.25-4.50),FAILED,
1016,jsat,32233 (3.81-4.00),34189 (2.87-3.20),FAILED,
1015,jsat,32233 (3.81-4.00),34188 (4.90-5.06),FAILED,
1014,jsat,32233 (3.81-4.00),34188 (4.28-4.45),FAILED,
1013,jsat,32233 (3.81-4.00),34188 (4.04-4.20),FAILED,
1012,jsat,32233 (3.81-4.00),34188 (3.25-3.42),FAILED,
1011,jsat,32233 (3.81-4.00),34188 (2.24-2.41),FAILED,
1010,jsat,32233 (3.81-4.00),34165 (3.52-3.70),FAILED,
1009,jsat,32233 (3.81-4.00),34165 (2.00-2.33),FAILED,
999,jsat,32233 (3.81-4.00),32239 (2.11-2.47),FAILED,
998,jsat,32233 (3.81-4.00),32238 (3.58-3.84),FAILED,
997,jsat,32233 (3.81-4.00),32239 (5.80-6.10),FAILED,
1032,jsat,32233 (5.05-5.33),32238 (2.46-2.72),FAILED,
996,jsat,32233 (3.81-4.00),32239 (4.56-4.95),FAILED,
1036,jsat,32233 (5.05-5.33),32239 (3.20-3.40),FAILED,
1065,jsat,32234 (3.50-3.70),32235 (4.03-5.00),FAILED,
1080,jsat,32234 (3.50-3.70),32239 (2.11-2.47),FAILED,
1079,jsat,32234 (3.50-3.70),32238 (3.58-3.84),FAILED,
1078,jsat,32234 (3.50-3.70),32239 (5.80-6.10),FAILED,
1077,jsat,32234 (3.50-3.70),32239 (4.56-4.95),FAILED,
1076,jsat,32234 (3.50-3.70),32239 (3.90-4.20),FAILED,
1075,jsat,32234 (3.50-3.70),32239 (3.20-3.40),FAILED,
1074,jsat,32234 (3.50-3.70),32238 (6.40-6.80),FAILED,
1073,jsat,32234 (3.50-3.70),32238 (5.72-6.08),FAILED,
1072,jsat,32234 (3.50-3.70),32238 (4.63-5.06),FAILED,
1071,jsat,32234 (3.50-3.70),32238 (2.46-2.72),FAILED,
1070,jsat,32234 (3.50-3.70),32237 (3.74-4.01),FAILED,
1069,jsat,32234 (3.50-3.70),32237 (2.37-2.98),FAILED,
1068,jsat,32234 (3.50-3.70),32235 (6.49-6.84),FAILED,
1067,jsat,32234 (3.50-3.70),32235 (6.07-6.42),FAILED,
1066,jsat,32234 (3.50-3.70),32235 (5.55-5.98),FAILED,
1064,jsat,32234 (3.50-3.70),32235 (3.49-3.87),FAILED,
908,jsat,32228 (5.22-5.50),32239 (3.20-3.40),FAILED,
995,jsat,32233 (3.81-4.00),32239 (3.90-4.20),FAILED,
993,jsat,32233 (3.81-4.00),32238 (6.40-6.80),FAILED,
933,jsat,32228 (5.22-5.50),34189 (6.25-6.50),FAILED,
932,jsat,32228 (5.22-5.50),34189 (5.25-5.50),FAILED,
931,jsat,32228 (5.22-5.50),34189 (4.25-4.50),FAILED,
930,jsat,32228 (5.22-5.50),34189 (2.87-3.20),FAILED,
929,jsat,32228 (5.22-5.50),34188 (4.90-5.06),FAILED,
1607,jsat,32239 (5.80-6.10),34188 (4.28-4.45),FAILED,
927,jsat,32228 (5.22-5.50),34188 (4.04-4.20),FAILED,
926,jsat,32228 (5.22-5.50),34188 (3.25-3.42),FAILED,
925,jsat,32228 (5.22-5.50),34188 (2.24-2.41),FAILED,
924,jsat,32228 (5.22-5.50),34165 (3.52-3.70),FAILED,
923,jsat,32228 (5.22-5.50),34165 (2.00-2.33),FAILED,
913,jsat,32228 (5.22-5.50),32239 (2.11-2.47),FAILED,
912,jsat,32228 (5.22-5.50),32238 (3.58-3.84),FAILED,
911,jsat,32228 (5.22-5.50),32239 (5.80-6.10),FAILED,
910,jsat,32228 (5.22-5.50),32239 (4.56-4.95),FAILED,
936,jsat,32228 (6.20-6.48),32233 (3.81-4.00),FAILED,
994,jsat,32233 (3.81-4.00),32239 (3.20-3.40),FAILED,
938,jsat,32228 (6.20-6.48),32234 (3.50-3.70),FAILED,
952,jsat,32228 (6.20-6.48),32239 (3.20-3.40),FAILED,
992,jsat,32233 (3.81-4.00),32238 (5.72-6.08),FAILED,
991,jsat,32233 (3.81-4.00),32238 (4.63-5.06),FAILED,
990,jsat,32233 (3.81-4.00),32238 (2.46-2.72),FAILED,
989,jsat,32233 (3.81-4.00),32237 (3.74-4.01),FAILED,
988,jsat,32233 (3.81-4.00),32237 (2.37-2.98),FAILED,
987,jsat,32233 (3.81-4.00),32235 (6.49-6.84),FAILED,
986,jsat,32233 (3.81-4.00),32235 (6.07-6.42),FAILED,
985,jsat,32233 (3.81-4.00),32235 (5.55-5.98),FAILED,
984,jsat,32233 (3.81-4.00),32235 (4.03-5.00),FAILED,
983,jsat,32233 (3.81-4.00),32235 (3.49-3.87),FAILED,
982,jsat,32233 (3.81-4.00),32234 (5.10-5.55),FAILED,
981,jsat,32233 (3.81-4.00),32234 (4.69-4.94),FAILED,
980,jsat,32233 (3.81-4.00),32234 (3.50-3.70),FAILED,
970,jsat,32228 (6.20-6.48),34188 (3.25-3.42),FAILED,
969,jsat,32228 (6.20-6.48),34188 (2.24-2.41),FAILED,
948,jsat,32228 (6.20-6.48),32238 (2.46-2.72),FAILED,
0,jsat,28767 (2.00-2.50),30506 (3.21-3.27),FAILED,
