,Quantity,Signal 1,Signal 2,DTW,
1658,jsat,32239 (2.11-2.47),34189 (6.25-6.50),Could not retreive ua3 data,
2476,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2477,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2478,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2479,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2480,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2481,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2482,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2483,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2484,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2485,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2486,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2487,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2488,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2489,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2490,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1671,jsat,32931 (2.50-2.77),34189 (6.25-6.50),Could not retreive ua3 data,
2437,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1722,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
2464,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1795,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1794,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2450,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2451,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2452,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1793,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2453,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2454,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2455,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1792,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1791,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1790,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1796,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1789,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1787,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1786,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1785,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1784,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1783,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1782,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1781,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1780,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1779,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1778,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1777,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1776,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1788,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2449,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2448,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2447,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1815,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2438,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
1814,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1813,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1812,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2439,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1811,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2440,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2441,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2442,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2443,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2444,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1810,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1809,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1808,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1807,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1806,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1805,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1804,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1803,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1802,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2445,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1801,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1800,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
2446,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1799,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1797,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1775,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
2465,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1774,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
2457,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2459,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1743,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1742,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1741,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1740,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1739,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1738,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1737,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1736,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1735,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1734,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1733,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
2458,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1732,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1730,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1729,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1728,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1727,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1726,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
2460,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2461,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
2462,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1725,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1724,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1723,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
2463,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1731,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1744,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1745,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1746,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1773,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1772,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1771,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1770,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1769,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1768,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1767,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1766,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1765,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1764,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1763,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1762,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1761,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1760,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1759,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1758,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1757,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1756,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1755,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1754,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1753,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1752,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1751,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1750,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1749,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1748,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
1747,jsat,32931 (3.48-3.76),34189 (6.25-6.50),Could not retreive ua3 data,
2456,jsat,32930 (2.64-2.85),34189 (5.25-5.50),Could not retreive ua3 data,
1798,jsat,32931 (4.51-4.79),34189 (6.25-6.50),Could not retreive ua3 data,
1943,jsat,32931 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2404,jsat,33228 (4.48-4.72),34189 (5.25-5.50),Could not retreive ua3 data,
2346,jsat,34189 (4.25-4.50),32239 (2.11-2.47),Could not retreive ua3 data,
2347,jsat,34189 (4.25-4.50),32239 (2.11-2.47),Could not retreive ua3 data,
2348,jsat,34189 (4.25-4.50),32239 (2.11-2.47),Could not retreive ua3 data,
2349,jsat,34189 (4.25-4.50),32239 (2.11-2.47),Could not retreive ua3 data,
2165,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2164,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2350,jsat,34189 (4.25-4.50),32239 (2.11-2.47),Could not retreive ua3 data,
2351,jsat,34189 (4.25-4.50),32239 (2.11-2.47),Could not retreive ua3 data,
2352,jsat,34189 (4.25-4.50),32239 (2.11-2.47),Could not retreive ua3 data,
2353,jsat,34189 (4.25-4.50),34189 (6.25-6.50),Could not retreive ua3 data,
2354,jsat,34189 (4.25-4.50),34189 (6.25-6.50),Could not retreive ua3 data,
2166,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2163,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2161,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2160,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2159,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2158,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2157,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2156,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2155,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2355,jsat,34189 (5.25-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
2356,jsat,34189 (5.25-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
2357,jsat,34189 (5.25-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
2358,jsat,34189 (5.25-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
2162,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2154,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2345,jsat,34189 (4.25-4.50),32239 (2.11-2.47),Could not retreive ua3 data,
2344,jsat,34189 (4.25-4.50),32239 (2.11-2.47),Could not retreive ua3 data,
2337,jsat,34189 (2.87-3.20),32239 (2.11-2.47),Could not retreive ua3 data,
2338,jsat,34189 (2.87-3.20),32239 (2.11-2.47),Could not retreive ua3 data,
2339,jsat,34189 (2.87-3.20),32239 (2.11-2.47),Could not retreive ua3 data,
2340,jsat,34189 (2.87-3.20),32239 (2.11-2.47),Could not retreive ua3 data,
2184,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2341,jsat,34189 (2.87-3.20),32239 (2.11-2.47),Could not retreive ua3 data,
2183,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2342,jsat,34189 (2.87-3.20),34189 (6.25-6.50),Could not retreive ua3 data,
2182,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2181,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2180,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2167,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2179,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2177,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2176,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2175,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2174,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2173,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2172,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2343,jsat,34189 (2.87-3.20),34189 (6.25-6.50),Could not retreive ua3 data,
2171,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2170,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2169,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2168,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2178,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2153,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2359,jsat,34189 (5.25-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
2360,jsat,34189 (5.25-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
2122,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2121,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2120,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2119,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2118,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2117,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2116,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2115,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2114,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2113,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2112,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2123,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2111,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2109,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2108,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2107,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2106,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2361,jsat,34189 (5.25-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
2105,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2362,jsat,34189 (5.25-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
2363,jsat,34189 (5.25-5.50),32239 (2.11-2.47),Could not retreive ua3 data,
2364,jsat,34189 (5.25-5.50),34189 (6.25-6.50),Could not retreive ua3 data,
2365,jsat,34189 (5.25-5.50),34189 (6.25-6.50),Could not retreive ua3 data,
2366,jsat,34189 (6.25-6.50),32239 (2.11-2.47),Could not retreive ua3 data,
2110,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2124,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2125,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2126,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2152,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2150,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2149,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2148,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2147,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2146,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2145,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2144,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2143,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2142,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2141,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2140,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2139,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2138,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2137,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2136,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2135,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2134,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2133,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2132,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2131,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2130,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2129,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2128,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2127,jsat,32932 (5.50-5.91),34189 (6.25-6.50),Could not retreive ua3 data,
2336,jsat,34189 (2.87-3.20),32239 (2.11-2.47),Could not retreive ua3 data,
2367,jsat,34189 (6.25-6.50),32239 (2.11-2.47),Could not retreive ua3 data,
2335,jsat,34189 (2.87-3.20),32239 (2.11-2.47),Could not retreive ua3 data,
2185,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2293,jsat,34188 (4.04-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
2294,jsat,34188 (4.04-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
2295,jsat,34188 (4.04-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
2296,jsat,34188 (4.04-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
2246,jsat,34165 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
2245,jsat,34165 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
2244,jsat,34165 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
2243,jsat,34165 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
2242,jsat,34165 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
2241,jsat,34165 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
2240,jsat,34165 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
2292,jsat,34188 (4.04-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
2239,jsat,34165 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
2237,jsat,34165 (2.00-2.33),34189 (6.25-6.50),Could not retreive ua3 data,
2236,jsat,34165 (2.00-2.33),34189 (6.25-6.50),Could not retreive ua3 data,
2301,jsat,34188 (4.04-4.20),34189 (6.25-6.50),Could not retreive ua3 data,
2302,jsat,34188 (4.04-4.20),34189 (6.25-6.50),Could not retreive ua3 data,
2303,jsat,34188 (4.28-4.45),32239 (2.11-2.47),Could not retreive ua3 data,
2304,jsat,34188 (4.28-4.45),32239 (2.11-2.47),Could not retreive ua3 data,
2226,jsat,34165 (2.00-2.33),32239 (2.11-2.47),Could not retreive ua3 data,
2225,jsat,34165 (2.00-2.33),32239 (2.11-2.47),Could not retreive ua3 data,
2224,jsat,34165 (2.00-2.33),32239 (2.11-2.47),Could not retreive ua3 data,
2223,jsat,34165 (2.00-2.33),32239 (2.11-2.47),Could not retreive ua3 data,
2222,jsat,34165 (2.00-2.33),32239 (2.11-2.47),Could not retreive ua3 data,
2238,jsat,34165 (3.52-3.70),32239 (2.11-2.47),Could not retreive ua3 data,
2221,jsat,34165 (2.00-2.33),32239 (2.11-2.47),Could not retreive ua3 data,
2291,jsat,34188 (4.04-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
2257,jsat,34165 (3.52-3.70),34189 (6.25-6.50),Could not retreive ua3 data,
2277,jsat,34188 (3.25-3.42),32239 (2.11-2.47),Could not retreive ua3 data,
2276,jsat,34188 (3.25-3.42),32239 (2.11-2.47),Could not retreive ua3 data,
2275,jsat,34188 (3.25-3.42),32239 (2.11-2.47),Could not retreive ua3 data,
2274,jsat,34188 (3.25-3.42),32239 (2.11-2.47),Could not retreive ua3 data,
2273,jsat,34188 (3.25-3.42),32239 (2.11-2.47),Could not retreive ua3 data,
2272,jsat,34188 (2.24-2.41),34189 (6.25-6.50),Could not retreive ua3 data,
2271,jsat,34188 (2.24-2.41),34189 (6.25-6.50),Could not retreive ua3 data,
2279,jsat,34188 (3.25-3.42),32239 (2.11-2.47),Could not retreive ua3 data,
2280,jsat,34188 (3.25-3.42),32239 (2.11-2.47),Could not retreive ua3 data,
2281,jsat,34188 (3.25-3.42),32239 (2.11-2.47),Could not retreive ua3 data,
2286,jsat,34188 (3.25-3.42),34189 (6.25-6.50),Could not retreive ua3 data,
2256,jsat,34165 (3.52-3.70),34189 (6.25-6.50),Could not retreive ua3 data,
2287,jsat,34188 (3.25-3.42),34189 (6.25-6.50),Could not retreive ua3 data,
2289,jsat,34188 (4.04-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
2290,jsat,34188 (4.04-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
2266,jsat,34188 (2.24-2.41),32239 (2.11-2.47),Could not retreive ua3 data,
2265,jsat,34188 (2.24-2.41),32239 (2.11-2.47),Could not retreive ua3 data,
2264,jsat,34188 (2.24-2.41),32239 (2.11-2.47),Could not retreive ua3 data,
2263,jsat,34188 (2.24-2.41),32239 (2.11-2.47),Could not retreive ua3 data,
2262,jsat,34188 (2.24-2.41),32239 (2.11-2.47),Could not retreive ua3 data,
2261,jsat,34188 (2.24-2.41),32239 (2.11-2.47),Could not retreive ua3 data,
2260,jsat,34188 (2.24-2.41),32239 (2.11-2.47),Could not retreive ua3 data,
2259,jsat,34188 (2.24-2.41),32239 (2.11-2.47),Could not retreive ua3 data,
2258,jsat,34188 (2.24-2.41),32239 (2.11-2.47),Could not retreive ua3 data,
2288,jsat,34188 (4.04-4.20),32239 (2.11-2.47),Could not retreive ua3 data,
2220,jsat,34165 (2.00-2.33),32239 (2.11-2.47),Could not retreive ua3 data,
2219,jsat,34165 (2.00-2.33),32239 (2.11-2.47),Could not retreive ua3 data,
2218,jsat,34165 (2.00-2.33),32239 (2.11-2.47),Could not retreive ua3 data,
2204,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2203,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2202,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2201,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2200,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
2199,jsat,32932 (6.35-6.50),34189 (6.25-6.50),Could not retreive ua3 data,
